zone,severity,latitude,longitude,population,daily_water_need_liters,daily_food_need_kg,daily_medical_cases,water_stock_liters,food_stock_kg,medical_kit_stock,primary_ngo,nearest_supply_route,conflict_risk,warehouse_lat,warehouse_long,restock_interval_days,next_restock_date,transit_time_hours,maintenance_type,maintenance_interval_days,next_maintenance_date,fallback_warehouse_lat,fallback_warehouse_long,fallback_transit_time_hours,fallback_trigger,route_priority,priority_index
Zone_479,Moderate,35.98906824,42.74892488,11314,22628,5657.0,118,175380.7066,28944.2055,600.1042807,GlobalRelief,R-22 Desert Track,Low,36.36644276,42.33078639,11,2026-04-08,5.528027764,Routine Inspection,107,2026-07-13,36.33047525,43.11546322,3.591728307,Conflict_Risk_High,Auto-Switch,38
Zone_480,Severe,34.17791657,46.76526398,29826,59652,14913.0,227,242675.0096,108166.7128,843.2959597,ReliefAid Intl,R-09 Hill Corridor,High,34.42082529,46.56607014,7,2026-04-04,8.219179359,Generator Service,74,2026-06-10,33.6739715,46.5608709,6.28576065,Conflict_Risk_High,Auto-Switch,46
Zone_481,Moderate,36.08917108,43.65460541,23172,46344,11586.0,27,326473.0616,30825.16796,120.316635,GlobalRelief,SR Coastal Highway,Low,36.48902836,43.37907828,11,2026-04-08,3.00002536,Routine Inspection,74,2026-06-10,36.32817842,44.35002237,9.530615247,Conflict_Risk_Medium,Primary,78
Zone_482,Moderate,32.60104528,47.26254349,12374,24748,6187.0,209,126756.716,72546.79674,1816.125485,MedGlobal,R-31 Eastern Bypass,High,32.91944792,47.31457586,9,2026-04-06,5.110190589,Generator Service,117,2026-07-23,32.2319017,47.17084726,8.038329891,Primary_Maintenance,Fallback,92
Zone_483,Severe,34.72244549,47.66425256,8700,17400,4350.0,194,109179.1759,24362.60573,1501.752284,HopeBridge,R-17 Mountain Pass,Low,35.21281992,47.52162897,8,2026-04-05,5.494437094,Vehicle Maintenance,44,2026-05-11,34.63617875,46.99850315,3.54188172,Conflict_Risk_Medium,Auto-Switch,75
Zone_484,Moderate,32.0287933,42.89277582,15655,31310,7827.5,36,264637.9361,53060.06721,124.2301887,HopeBridge,R-31 Eastern Bypass,Medium,31.72096604,43.35876956,10,2026-04-07,5.197456728,Vehicle Maintenance,46,2026-05-13,31.35240132,42.70043955,4.569468685,Conflict_Risk_High,Primary,42
Zone_485,Severe,33.62292915,44.77605363,20129,40258,10064.5,36,380524.5511,55886.55559,74.07059623,HopeBridge,R-17 Mountain Pass,Low,33.20967692,45.23960323,9,2026-04-06,7.215718867,Generator Service,41,2026-05-08,33.13518404,44.25494977,7.715636939,Primary_Maintenance,Primary,74
Zone_486,Moderate,33.83230767,47.88592427,14359,28718,7179.5,109,124126.2867,63359.92966,356.2102554,ReliefAid Intl,R-04 Pine Road,Medium,33.66931047,47.82963954,6,2026-04-03,6.357618792,Routine Inspection,51,2026-05-18,33.26122036,47.35594393,9.262913027,Conflict_Risk_High,Fallback,82
Zone_487,Critical,33.98086346,44.90044462,8893,17786,4446.5,160,107663.1686,38339.15292,1485.88929,MedGlobal,SR Harbor Link,High,33.60986763,45.19553208,8,2026-04-05,2.823280028,Generator Service,52,2026-05-19,33.6165053,44.59459367,3.230430107,Conflict_Risk_High,Primary,46
Zone_488,Severe,35.47733603,47.18128514,11811,23622,5905.5,164,110825.3463,54054.35905,1022.425125,SolidarityAid,R-04 Pine Road,Medium,35.50046615,46.69455368,12,2026-04-09,4.251933498,Structural Check,119,2026-07-25,34.91736136,46.55601083,8.687157922,Route_Disruption,Auto-Switch,76
Zone_489,Moderate,33.94279051,45.53238913,14288,28576,7144.0,185,113912.97,33444.15232,1073.244548,HopeBridge,R-09 Hill Corridor,Medium,34.07581941,45.58020072,10,2026-04-07,4.203999515,Structural Check,107,2026-07-13,34.21146454,45.7963062,6.932697162,Conflict_Risk_High,Primary,91
Zone_490,Moderate,34.24346811,44.25197945,24063,48126,12031.5,100,473264.9335,62042.65331,636.7542397,MedGlobal,R-09 Hill Corridor,Low,34.32175673,44.49527862,7,2026-04-04,5.676609253,Routine Inspection,41,2026-05-08,33.58412398,43.65556389,6.822639277,Conflict_Risk_Medium,Primary,79
Zone_491,Severe,33.18772065,43.71470133,31423,62846,15711.5,97,697120.9483,51101.84717,416.542676,GlobalRelief,R-17 Mountain Pass,High,32.94696079,43.43164456,10,2026-04-07,3.894479715,Generator Service,97,2026-07-03,33.35255736,43.29930671,9.704692279,Conflict_Risk_Medium,Auto-Switch,72
Zone_492,Moderate,33.86625896,43.21933855,25288,50576,12644.0,192,288400.6302,108170.6808,1586.680931,ReliefAid Intl,SR River Route,Medium,34.27508299,42.7805103,8,2026-04-05,2.762266502,Generator Service,80,2026-06-16,33.36324992,42.64939815,8.233512288,Conflict_Risk_Medium,Primary,97
Zone_493,Severe,33.13634814,46.57078915,28644,57288,14322.0,25,544968.6702,34343.74458,142.7394061,MedGlobal,SR Coastal Highway,Medium,32.6575205,46.22670808,5,2026-04-02,6.248937327,Vehicle Maintenance,42,2026-05-09,33.75957418,45.95922397,8.950832076,Primary_Maintenance,Primary,57
Zone_494,Critical,32.36597962,44.31924304,5504,11008,2752.0,182,120757.2415,21952.21787,373.2330647,MedGlobal,SR Ridge Road,High,32.21399297,44.26109113,9,2026-04-06,7.5317401,Routine Inspection,86,2026-06-22,32.97231132,43.99409537,5.477968987,Route_Disruption,Primary,74
Zone_495,Severe,35.01724297,45.06765277,14813,29626,7406.5,129,309924.7586,79227.02571,278.8446099,SolidarityAid,SR Lake Access,Medium,35.23623544,45.07402419,10,2026-04-07,8.055452621,Structural Check,84,2026-06-20,34.63294731,45.16831133,6.880548286,Route_Disruption,Primary,70
Zone_496,Severe,35.34106399,44.95395288,19671,39342,9835.5,33,150606.4433,107288.7959,192.4471665,MedGlobal,R-09 Hill Corridor,Medium,35.60799292,44.834838,11,2026-04-08,8.321759715,Structural Check,111,2026-07-17,35.50125381,45.60451266,7.307839742,Conflict_Risk_High,Fallback,65
Zone_497,Severe,35.09745173,45.46367418,32048,64096,16024.0,91,741136.8444,104001.8107,858.0510086,SolidarityAid,R-04 Pine Road,Medium,35.01357027,45.40364794,9,2026-04-06,7.0772595,Routine Inspection,57,2026-05-24,34.43665918,45.98945349,5.251087583,Conflict_Risk_High,Fallback,62
Zone_498,Critical,34.31747022,47.19346287,15738,31476,7869.0,208,181514.6764,51880.60723,785.2351718,ReliefAid Intl,R-04 Pine Road,Medium,33.83438003,47.16369783,11,2026-04-08,2.908065784,Structural Check,73,2026-06-09,34.92197418,47.71977037,6.991736875,Route_Disruption,Auto-Switch,54
Zone_499,Moderate,33.8989289,47.88443606,30963,61926,15481.5,162,333930.1718,42878.98407,1429.791024,ReliefAid Intl,R-31 Eastern Bypass,High,34.01697258,48.15387272,10,2026-04-07,7.545226858,Routine Inspection,48,2026-05-15,33.93111113,47.43092991,4.656587656,Primary_Maintenance,Primary,48
Zone_500,Moderate,36.31666825,44.44550525,16186,32372,8093.0,73,84954.26927,70471.01351,575.0108004,GlobalRelief,SR Harbor Link,High,35.87976293,44.05074715,5,2026-04-02,4.599740477,Structural Check,75,2026-06-11,35.67718066,44.11637532,4.003629697,Conflict_Risk_Medium,Auto-Switch,76
Zone_501,Moderate,34.59540893,46.96511353,11773,23546,5886.5,46,161566.4486,60116.43578,148.5943514,SolidarityAid,R-17 Mountain Pass,Low,34.2032647,47.234064,9,2026-04-06,6.74442354,Structural Check,32,2026-04-29,34.37490892,46.37206418,5.617791815,Conflict_Risk_High,Fallback,62
Zone_502,Severe,34.39590939,46.58716677,8816,17632,4408.0,32,54485.28071,19600.39481,42.46613552,SolidarityAid,SR Lake Access,Low,34.54616011,46.77579407,12,2026-04-09,5.453242032,Routine Inspection,112,2026-07-18,33.80349863,46.97702244,8.175027401,Route_Disruption,Primary,96
Zone_503,Severe,32.12821033,45.44117371,34894,69788,17447.0,178,313026.9702,108398.3648,341.1593188,HopeBridge,R-17 Mountain Pass,Low,31.94069866,45.68283452,9,2026-04-06,7.385939869,Routine Inspection,49,2026-05-16,31.97833254,44.83891653,9.413310037,Primary_Maintenance,Primary,43
Zone_504,Moderate,33.70623914,47.73628286,5717,11434,2858.5,182,59107.21937,29695.22244,1375.273064,HopeBridge,R-09 Hill Corridor,Low,33.55426929,47.97075125,7,2026-04-04,4.765787263,Structural Check,54,2026-05-21,33.94413602,47.8156568,6.20399836,Conflict_Risk_Medium,Fallback,62
Zone_505,Moderate,33.90097809,43.20284709,16676,33352,8338.0,79,336463.7554,89810.30459,220.9651837,GlobalRelief,R-22 Desert Track,Medium,33.88778517,43.17343891,10,2026-04-07,2.40165977,Structural Check,104,2026-07-10,33.85882397,42.84987289,7.499765818,Conflict_Risk_High,Primary,71
Zone_506,Critical,33.9941139,42.65558526,9434,18868,4717.0,25,202923.1986,20904.79967,108.5359571,ReliefAid Intl,SR Lake Access,High,34.4726923,42.36698545,6,2026-04-03,5.619354121,Vehicle Maintenance,85,2026-06-21,33.83132495,42.29640915,3.721259917,Conflict_Risk_Medium,Primary,94
Zone_507,Moderate,34.90086185,47.1237718,22042,44084,11021.0,216,221507.2514,82720.38963,1191.303179,RescueFront,R-31 Eastern Bypass,Low,35.36630407,47.16040071,8,2026-04-05,3.113388605,Generator Service,110,2026-07-16,34.36768171,47.81078688,9.33124631,Conflict_Risk_Medium,Fallback,76
Zone_508,Moderate,34.66801273,44.6348989,10057,20114,5028.5,233,212946.5401,19736.51808,1754.306749,HopeBridge,R-04 Pine Road,Medium,34.58427373,45.09288095,4,2026-04-01,8.27586461,Routine Inspection,90,2026-06-26,34.3109274,44.99439063,6.980229495,Route_Disruption,Auto-Switch,64
Zone_509,Moderate,35.03952546,47.08181313,25392,50784,12696.0,77,536904.1592,38326.5279,155.4692377,MedGlobal,R-31 Eastern Bypass,High,34.80502468,47.17033881,13,2026-04-10,5.425259928,Routine Inspection,84,2026-06-20,34.47972607,47.55352823,8.462367733,Route_Disruption,Auto-Switch,61
Zone_510,Moderate,35.82441631,47.35854123,34100,68200,17050.0,68,657891.9482,189446.0455,316.69624,ReliefAid Intl,R-09 Hill Corridor,High,35.62700846,46.86958838,6,2026-04-03,5.59813216,Generator Service,64,2026-05-31,36.25491453,47.45931699,8.561088406,Conflict_Risk_Medium,Primary,84
Zone_511,Moderate,36.06492869,42.37474556,9994,19988,4997.0,170,69297.41939,50994.75999,912.161551,RescueFront,R-22 Desert Track,Medium,35.83370999,41.93445647,11,2026-04-08,7.897227133,Vehicle Maintenance,107,2026-07-13,35.55426445,42.89416556,4.795363685,Conflict_Risk_Medium,Fallback,83
Zone_512,Severe,35.59061538,47.30078858,9234,18468,4617.0,236,164424.8234,44324.81142,1384.716684,MedGlobal,SR Ridge Road,High,35.62286119,47.79365201,12,2026-04-09,6.059804093,Structural Check,88,2026-06-24,35.72413809,47.50447533,6.704221172,Conflict_Risk_High,Auto-Switch,80
Zone_513,Moderate,36.77761848,44.68991433,8764,17528,4382.0,181,200699.818,10900.94009,1514.109485,SolidarityAid,SR Lake Access,Medium,36.88447829,44.26186069,12,2026-04-09,3.967740952,Structural Check,68,2026-06-04,36.55745506,45.31455752,9.723358261,Primary_Maintenance,Auto-Switch,88
Zone_514,Moderate,32.09116291,45.06259493,16181,32362,8090.5,45,285607.7497,84442.87797,114.529669,ReliefAid Intl,R-17 Mountain Pass,Low,32.0799423,44.60864009,13,2026-04-10,3.92461501,Vehicle Maintenance,86,2026-06-22,31.70753265,44.75646895,3.627441814,Primary_Maintenance,Primary,43
Zone_515,Critical,32.97888993,45.75955507,9637,19274,4818.5,66,102463.8315,30744.1538,545.8518824,GlobalRelief,SR Lake Access,Low,32.88688429,45.61257934,5,2026-04-02,5.260261224,Vehicle Maintenance,112,2026-07-18,33.17414574,45.89300243,7.781349286,Conflict_Risk_Medium,Auto-Switch,47
Zone_516,Critical,32.03781437,47.55829564,7104,14208,3552.0,24,99538.30942,19265.87478,173.6617404,SolidarityAid,R-04 Pine Road,Low,31.74909941,48.02761284,7,2026-04-04,7.632953488,Generator Service,96,2026-07-02,31.97761761,47.82447953,9.735848546,Route_Disruption,Fallback,84
Zone_517,Severe,35.23737357,42.11469657,14447,28894,7223.5,237,244363.794,53921.71994,1422.672447,SolidarityAid,R-17 Mountain Pass,Low,35.21987916,41.93337172,8,2026-04-05,7.165740715,Generator Service,63,2026-05-30,35.09757722,41.96480879,5.104039756,Primary_Maintenance,Auto-Switch,85
Zone_518,Moderate,36.49015274,44.86106081,28185,56370,14092.5,39,400548.5394,41058.95573,284.5342825,MedGlobal,SR Ridge Road,High,36.33125546,44.77094494,6,2026-04-03,8.257813809,Structural Check,70,2026-06-06,36.62014555,45.39265199,9.03013545,Conflict_Risk_Medium,Fallback,78
Zone_519,Moderate,33.21741148,46.12633225,15674,31348,7837.0,153,100298.8482,74972.39007,720.3484265,SolidarityAid,SR Ridge Road,High,33.25900695,46.26040932,4,2026-04-01,2.467259799,Vehicle Maintenance,51,2026-05-18,33.20518616,46.79805668,9.535602818,Route_Disruption,Fallback,89
Zone_520,Critical,36.63517272,46.33624175,29959,59918,14979.5,217,306818.5343,117204.8623,487.2904854,HopeBridge,SR Harbor Link,Medium,36.81036214,45.86035359,9,2026-04-06,3.744119448,Vehicle Maintenance,56,2026-05-23,36.36005062,46.32751903,8.229603466,Conflict_Risk_High,Primary,82
Zone_521,Severe,32.30133695,46.15519459,23991,47982,11995.5,78,480969.6634,46373.41507,545.3671987,ReliefAid Intl,R-17 Mountain Pass,Medium,32.43464913,46.55295817,13,2026-04-10,2.521350101,Structural Check,50,2026-05-17,32.38402275,46.00209151,4.619298186,Primary_Maintenance,Auto-Switch,35
Zone_522,Severe,36.67218013,42.80661078,13385,26770,6692.5,211,284141.6109,25982.43997,1207.35271,HopeBridge,SR Coastal Highway,Low,36.63467034,42.82605379,5,2026-04-02,6.88201476,Structural Check,70,2026-06-06,36.90947814,42.76732388,5.338005032,Conflict_Risk_High,Primary,99
Zone_523,Moderate,33.75811344,43.79637353,16999,33998,8499.5,165,114675.2651,32659.21414,1114.471579,MedGlobal,R-22 Desert Track,Medium,33.81416586,43.76318444,12,2026-04-09,2.915418979,Structural Check,60,2026-05-27,33.09548386,44.29020497,3.250665061,Route_Disruption,Auto-Switch,37
Zone_524,Moderate,32.50710414,44.15229315,8719,17438,4359.5,151,200953.2019,11204.01909,610.3403434,RescueFront,SR Coastal Highway,High,32.29196027,44.51301981,4,2026-04-01,2.649261067,Structural Check,56,2026-05-23,32.45932456,44.35594895,8.82017264,Conflict_Risk_Medium,Primary,44
Zone_525,Moderate,34.4293588,46.82662325,7581,15162,3790.5,36,80180.08532,29861.50022,329.8247711,MedGlobal,SR Ridge Road,Low,33.95359905,47.27969984,12,2026-04-09,5.650869346,Structural Check,66,2026-06-02,33.81011539,46.18930457,8.947278306,Conflict_Risk_High,Primary,55
Zone_526,Severe,33.28388284,43.67255923,23949,47898,11974.5,33,413031.0346,124576.4925,207.448851,ReliefAid Intl,R-17 Mountain Pass,Low,33.40890229,43.59598447,10,2026-04-07,4.674650629,Generator Service,95,2026-07-01,32.84485042,43.73159711,7.42897217,Conflict_Risk_Medium,Primary,68
Zone_527,Severe,33.42436451,43.26422978,7763,15526,3881.5,225,147780.3722,8442.193176,397.9400307,SolidarityAid,SR Harbor Link,Medium,33.17693307,42.93667086,13,2026-04-10,6.648158702,Structural Check,83,2026-06-19,33.50907674,42.58844996,5.467694959,Primary_Maintenance,Auto-Switch,32
Zone_528,Severe,33.53644982,47.74468811,32374,64748,16187.0,32,655214.948,40306.38188,161.5435493,GlobalRelief,SR Lake Access,Medium,33.70540353,48.06039738,5,2026-04-02,5.165600046,Vehicle Maintenance,38,2026-05-05,34.04911431,48.13463763,3.537677193,Conflict_Risk_High,Primary,86
Zone_529,Critical,36.01512949,42.05317971,27712,55424,13856.0,154,635020.315,107075.0495,1202.309492,MedGlobal,SR Lake Access,Medium,36.26213799,41.95644013,9,2026-04-06,4.764674874,Routine Inspection,112,2026-07-18,36.55105744,41.81281689,8.271403269,Primary_Maintenance,Fallback,39
Zone_530,Moderate,34.69580638,47.98692513,10991,21982,5495.5,147,112749.975,56026.38539,1197.640025,ReliefAid Intl,SR Lake Access,Medium,35.11173413,48.42247067,11,2026-04-08,4.765752917,Generator Service,71,2026-06-07,34.093728,47.94773561,8.085683355,Primary_Maintenance,Auto-Switch,32
Zone_531,Moderate,33.5565385,46.06092779,15531,31062,7765.5,63,328793.2749,40903.90855,343.4365289,GlobalRelief,SR Harbor Link,Medium,34.01466129,46.51082678,5,2026-04-02,7.667196473,Vehicle Maintenance,65,2026-06-01,33.44328562,46.47907714,9.388217652,Primary_Maintenance,Fallback,75
Zone_532,Moderate,35.05166892,46.9708158,24790,49580,12395.0,138,164450.3667,68124.70473,1249.276483,SolidarityAid,R-09 Hill Corridor,Low,34.56219496,46.58564483,8,2026-04-05,4.56896673,Routine Inspection,39,2026-05-06,35.16787799,46.33584414,8.113724147,Primary_Maintenance,Primary,51
Zone_533,Moderate,35.58075337,43.76771638,30307,60614,15153.5,162,548581.495,120674.3665,552.2605814,RescueFront,R-17 Mountain Pass,Low,36.07112758,44.22427035,9,2026-04-06,4.167081331,Generator Service,88,2026-06-24,35.08665124,43.28967453,8.800864596,Primary_Maintenance,Primary,96
Zone_534,Severe,33.36312,42.08589167,16064,32128,8032.0,38,302638.6049,38088.77925,178.4247545,MedGlobal,SR Coastal Highway,Medium,33.54613832,41.95416199,6,2026-04-03,4.200478001,Structural Check,69,2026-06-05,33.73472511,41.94303619,8.221682325,Route_Disruption,Fallback,94
Zone_535,Moderate,34.06774551,46.42721711,16312,32624,8156.0,82,286348.4302,18482.17834,745.16452,RescueFront,R-22 Desert Track,High,34.21126967,46.57346963,5,2026-04-02,3.277905179,Generator Service,83,2026-06-19,34.40967487,46.04911234,7.414810318,Conflict_Risk_High,Primary,48
Zone_536,Moderate,32.60943047,47.00486758,9780,19560,4890.0,182,88472.76239,45732.67454,1650.068502,ReliefAid Intl,SR Ridge Road,High,32.12464356,46.53961766,9,2026-04-06,7.594477529,Structural Check,68,2026-06-04,33.17410789,46.77792958,5.988764759,Conflict_Risk_Medium,Auto-Switch,91
Zone_537,Moderate,32.90574675,46.44285679,9177,18354,4588.5,100,196946.3392,37884.94626,717.1414919,RescueFront,R-22 Desert Track,High,33.26698016,46.83174107,6,2026-04-03,2.953100298,Structural Check,36,2026-05-03,32.21762716,47.14030142,9.31482116,Conflict_Risk_Medium,Fallback,86
Zone_538,Critical,35.40558927,42.85710172,20169,40338,10084.5,182,148790.127,78735.33872,1589.010136,RescueFront,SR Ridge Road,Medium,35.05108072,42.99869905,5,2026-04-02,7.905969796,Structural Check,33,2026-04-30,35.00894721,43.31268194,7.556780003,Route_Disruption,Auto-Switch,42
Zone_539,Severe,32.90719174,46.52056753,11476,22952,5738.0,166,58214.25735,54033.83532,298.6272608,ReliefAid Intl,R-17 Mountain Pass,Medium,33.24452189,46.664122,4,2026-04-01,3.842540192,Routine Inspection,44,2026-05-11,33.36525314,47.05803007,5.788487254,Conflict_Risk_Medium,Auto-Switch,45
Zone_540,Critical,34.62581692,46.61353669,23988,47976,11994.0,167,440163.0039,104975.1867,1467.087449,ReliefAid Intl,R-17 Mountain Pass,Medium,34.14137946,47.01571285,11,2026-04-08,7.846274344,Generator Service,105,2026-07-11,34.86462899,47.22541318,3.584285066,Conflict_Risk_Medium,Auto-Switch,45
Zone_541,Moderate,35.54523131,45.95124309,29565,59130,14782.5,119,399408.7904,59999.5049,462.3839199,MedGlobal,R-31 Eastern Bypass,High,35.69119557,45.95959027,4,2026-04-01,7.140334269,Structural Check,77,2026-06-13,36.0973771,45.72855333,5.034933991,Conflict_Risk_Medium,Primary,81
Zone_542,Moderate,32.53438462,46.5966956,7382,14764,3691.0,182,154888.8317,20392.07544,474.1070174,RescueFront,SR Coastal Highway,Low,32.46918615,46.50721224,8,2026-04-05,5.782918886,Vehicle Maintenance,35,2026-05-02,31.91443613,46.31260334,6.806087144,Conflict_Risk_High,Primary,70
Zone_543,Critical,34.8365611,47.07552864,21915,43830,10957.5,179,255702.9669,35733.51877,564.6248063,GlobalRelief,R-04 Pine Road,Medium,34.53732783,47.44165739,9,2026-04-06,6.351555025,Generator Service,102,2026-07-08,34.97231065,46.70321613,4.92944759,Conflict_Risk_Medium,Fallback,77
Zone_544,Moderate,33.28281392,45.68162469,27463,54926,13731.5,141,202280.6975,45294.3158,671.4020367,ReliefAid Intl,SR Ridge Road,Medium,32.89037531,45.9240452,6,2026-04-03,4.11798659,Vehicle Maintenance,64,2026-05-31,33.37947912,46.14378836,4.548647435,Conflict_Risk_High,Fallback,68
Zone_545,Moderate,36.81463438,42.53162828,17508,35016,8754.0,195,362920.5981,76702.17564,635.8419681,SolidarityAid,SR River Route,Medium,36.75476207,42.98060395,10,2026-04-07,5.732485993,Routine Inspection,101,2026-07-07,36.16457856,42.78300089,6.691754599,Conflict_Risk_Medium,Auto-Switch,42
Zone_546,Severe,34.41772823,44.92576686,5634,11268,2817.0,63,84387.13729,29820.76501,244.7618213,RescueFront,R-04 Pine Road,Low,34.04103404,45.36588875,5,2026-04-02,3.900618855,Routine Inspection,100,2026-07-06,34.43665914,44.55640763,4.188742421,Conflict_Risk_Medium,Primary,33
Zone_547,Critical,36.02996275,42.46589601,31345,62690,15672.5,123,243986.8422,182229.2642,272.4211841,ReliefAid Intl,SR Lake Access,Medium,36.01640936,42.34822217,10,2026-04-07,4.61477329,Generator Service,97,2026-07-03,36.18329118,42.29368737,8.602870443,Conflict_Risk_High,Primary,72
Zone_548,Moderate,34.75113271,44.44525819,16996,33992,8498.0,171,312856.9288,70392.93805,626.8160422,GlobalRelief,R-22 Desert Track,High,34.87634977,44.39224448,5,2026-04-02,6.970306609,Routine Inspection,87,2026-06-23,34.31894315,44.45465466,6.390577059,Route_Disruption,Primary,75
Zone_549,Severe,32.21706266,44.44263893,31946,63892,15973.0,80,454344.7259,61352.50438,492.0443465,MedGlobal,R-17 Mountain Pass,Medium,32.54444686,44.19862389,8,2026-04-05,3.585561665,Routine Inspection,106,2026-07-12,31.89972408,44.48203501,7.017039418,Conflict_Risk_Medium,Fallback,76
Zone_550,Moderate,35.16575688,42.39605906,19162,38324,9581.0,144,308244.9073,29284.3596,716.6424057,RescueFront,SR River Route,High,35.34440632,42.55670695,10,2026-04-07,7.452499103,Generator Service,48,2026-05-15,35.36224316,42.94027788,4.031682873,Primary_Maintenance,Primary,82
Zone_551,Severe,36.75701671,44.0929232,21386,42772,10693.0,164,282679.4372,108304.1544,675.7568916,ReliefAid Intl,SR Ridge Road,Low,36.32221648,43.95746517,6,2026-04-03,4.443238549,Vehicle Maintenance,91,2026-06-27,36.71263804,43.92571579,5.272034349,Primary_Maintenance,Auto-Switch,54
Zone_552,Moderate,35.0080591,42.66598859,19005,38010,9502.5,90,391012.2847,74001.33417,694.6262244,ReliefAid Intl,R-09 Hill Corridor,High,34.81549163,42.95208924,7,2026-04-04,5.459104746,Structural Check,100,2026-07-06,35.50927822,43.23792224,5.870627783,Route_Disruption,Auto-Switch,70
Zone_553,Severe,36.0959443,46.84941126,13397,26794,6698.5,126,275861.034,54812.82213,1139.240308,SolidarityAid,SR Ridge Road,Medium,35.88392291,46.47096202,4,2026-04-01,8.122743169,Generator Service,39,2026-05-06,35.87527877,46.76732584,8.657489814,Primary_Maintenance,Auto-Switch,32
Zone_554,Severe,36.42103232,47.68612816,27335,54670,13667.5,69,497162.8689,134141.331,538.9661074,SolidarityAid,R-22 Desert Track,Medium,36.83606474,47.30253101,6,2026-04-03,6.428161596,Generator Service,54,2026-05-21,36.09435584,48.0310499,8.391116662,Conflict_Risk_High,Primary,42
Zone_555,Moderate,33.14039886,42.43389885,17327,34654,8663.5,84,105833.7933,78255.42262,334.9925308,RescueFront,SR Ridge Road,Low,33.5081809,42.13835423,12,2026-04-09,6.196426733,Structural Check,73,2026-06-09,33.81921118,43.0362549,4.560842324,Conflict_Risk_Medium,Auto-Switch,47
Zone_556,Severe,33.0602242,47.73069124,19394,38788,9697.0,118,402950.636,100311.4168,908.5975822,ReliefAid Intl,SR Ridge Road,Low,32.93037212,47.31498343,13,2026-04-10,6.625450229,Vehicle Maintenance,87,2026-06-23,33.63581428,48.30129723,7.313253571,Conflict_Risk_Medium,Auto-Switch,66
Zone_557,Critical,35.05490494,45.1354596,32197,64394,16098.5,51,560880.0987,41246.59557,120.7589038,RescueFront,SR Harbor Link,Medium,34.6260602,45.2554912,8,2026-04-05,7.967723702,Structural Check,54,2026-05-21,34.39549479,44.51519361,4.704194504,Conflict_Risk_Medium,Fallback,72
Zone_558,Critical,34.05514235,43.79739407,34315,68630,17157.5,183,615627.6851,162570.8532,397.6337264,ReliefAid Intl,SR Coastal Highway,Medium,34.44924967,43.44474683,11,2026-04-08,3.61533911,Structural Check,105,2026-07-11,34.43416241,43.38538008,9.91773009,Conflict_Risk_Medium,Fallback,63
Zone_559,Moderate,36.19930651,42.46117245,27010,54020,13505.0,160,304123.3304,141917.6649,657.7029333,SolidarityAid,R-04 Pine Road,Medium,36.58749647,42.12113537,5,2026-04-02,5.986067838,Vehicle Maintenance,69,2026-06-05,35.6537752,42.42884005,9.664867147,Primary_Maintenance,Primary,84
Zone_560,Moderate,36.50011562,45.00374561,29123,58246,14561.5,217,628637.1703,70788.55421,1794.442727,GlobalRelief,R-09 Hill Corridor,Low,36.85486175,44.51797383,6,2026-04-03,4.602560053,Vehicle Maintenance,105,2026-07-11,35.83859489,44.90792161,6.942853044,Primary_Maintenance,Primary,81
Zone_561,Moderate,33.7671069,46.76709327,27387,54774,13693.5,77,506863.0403,115086.6475,247.7193353,HopeBridge,R-17 Mountain Pass,High,34.11218853,47.04918328,10,2026-04-07,2.077059406,Structural Check,99,2026-07-05,33.45028062,46.9643416,7.892318003,Primary_Maintenance,Primary,65
Zone_562,Critical,33.18435279,46.24251886,7890,15780,3945.0,147,49326.77562,20283.69342,230.68426,HopeBridge,SR Ridge Road,High,33.1646068,46.55481492,13,2026-04-10,2.814455827,Structural Check,39,2026-05-06,32.86143703,46.86511153,8.610012675,Conflict_Risk_High,Primary,83
Zone_563,Critical,35.90262758,42.30135607,32769,65538,16384.5,161,398325.5682,189727.7694,351.8471165,ReliefAid Intl,R-09 Hill Corridor,Low,35.58005923,41.96337849,7,2026-04-04,4.112447319,Generator Service,95,2026-07-01,36.34967384,41.75872266,8.04698894,Primary_Maintenance,Primary,88
Zone_564,Critical,33.37403018,42.43741101,15858,31716,7929.0,184,344556.3956,18508.15506,1606.081668,SolidarityAid,R-31 Eastern Bypass,Medium,33.35151823,42.67693545,12,2026-04-09,5.672499813,Vehicle Maintenance,54,2026-05-21,33.66896432,42.37001314,7.898800838,Primary_Maintenance,Fallback,81
Zone_565,Severe,36.11307159,44.4172397,27623,55246,13811.5,131,136566.2898,107701.0886,878.2304927,MedGlobal,SR Ridge Road,High,36.10766936,44.35078482,10,2026-04-07,7.729586049,Routine Inspection,100,2026-07-06,36.78732479,43.98661515,9.709878056,Conflict_Risk_Medium,Fallback,48
Zone_566,Severe,34.11869127,43.77174296,13026,26052,6513.0,226,302572.2577,23870.37602,741.0111663,MedGlobal,SR Harbor Link,Medium,34.10862302,43.51133785,4,2026-04-01,7.142241768,Vehicle Maintenance,116,2026-07-22,34.41480933,44.3234936,7.175192744,Primary_Maintenance,Fallback,41
Zone_567,Severe,35.3377495,43.39430594,8306,16612,4153.0,87,146046.4858,37884.50512,521.7966312,HopeBridge,SR Harbor Link,Low,35.37652208,43.51569055,7,2026-04-04,5.596668871,Structural Check,40,2026-05-07,35.22330727,44.0447182,7.454118703,Route_Disruption,Auto-Switch,40
